food_id,name,category,price,quantity_available,nutrition_tag,seller_id,location
2788,Dried fish,protein,2357,81,High Protein,180,"Kabba, Kogi"
2789,Dried fish,protein,1293,163,High Protein,183,"Lokoja, Kogi"
2790,Dried fish,protein,1913,144,High Protein,185,"Okene, Kogi"
2791,Dried fish,protein,1751,85,Iron Rich,187,"Ilorin, Kwara"
2792,Dried fish,protein,2308,75,High Protein,190,"Jebba, Kwara"
2793,Dried fish,protein,2327,140,High Protein,195,"Lafiagi, Kwara"
2794,Dried fish,protein,1504,153,Iron Rich,196,"Offa, Kwara"
2795,Dried fish,protein,1849,43,High Protein,200,"Pategi, Kwara"
2796,Dried fish,protein,2210,56,Iron Rich,203,"Badagry, Lagos"
2797,Dried fish,protein,2237,87,High Protein,206,"Epe, Lagos"
2798,Dried fish,protein,2240,124,Iron Rich,210,"Ikeja, Lagos"
2799,Dried fish,protein,1219,189,Iron Rich,213,"Ikorodu, Lagos"
2800,Dried fish,protein,2322,98,Iron Rich,216,"Lagos, Lagos"
2801,Dried fish,protein,2299,118,High Protein,219,"Mushin, Lagos"
2802,Dried fish,protein,2097,158,Iron Rich,220,"Shomolu, Lagos"
2803,Dried fish,protein,1784,117,High Protein,223,"Keffi, Nasarawa"
2804,Dried fish,protein,1816,194,High Protein,228,"Lafia, Nasarawa"
2805,Dried fish,protein,643,174,Iron Rich,229,"Nasarawa, Nasarawa"
2806,Dried fish,protein,729,69,Iron Rich,232,"Agaie, Niger"
2807,Dried fish,protein,887,71,High Protein,237,"Baro, Niger"
2808,Dried fish,protein,622,39,Iron Rich,239,"Bida, Niger"
2809,Dried fish,protein,1852,89,Iron Rich,241,"Kontagora, Niger"
2810,Dried fish,protein,1679,83,High Protein,244,"Lapai, Niger"
2811,Dried fish,protein,1473,154,High Protein,248,"Minna, Niger"
2812,Dried fish,protein,795,34,High Protein,252,"Suleja, Niger"
2813,Dried fish,protein,1471,61,Iron Rich,254,"Abeokuta, Ogun"
2814,Dried fish,protein,2402,188,Iron Rich,258,"Ijebu-Ode, Ogun"
2815,Dried fish,protein,1598,90,Iron Rich,259,"Ilaro, Ogun"
2816,Dried fish,protein,576,131,Iron Rich,262,"Shagamu, Ogun"
2817,Dried fish,protein,1293,150,High Protein,265,"Akure, Ondo"
2818,Dried fish,protein,756,150,High Protein,270,"Ikare, Ondo"
2819,Dried fish,protein,812,199,Iron Rich,272,"Oka-Akoko, Ondo"
2820,Dried fish,protein,1498,23,Iron Rich,274,"Ondo, Ondo"
2821,Dried fish,protein,2452,26,High Protein,279,"Owo, Ondo"
2822,Dried fish,protein,1944,189,Iron Rich,280,"Ede, Osun"
2823,Dried fish,protein,1115,134,Iron Rich,283,"Ikire, Osun"
2824,Dried fish,protein,661,148,Iron Rich,288,"Ikirun, Osun"
2825,Dried fish,protein,1794,158,Iron Rich,290,"Ila, Osun"
2826,Dried fish,protein,1905,122,Iron Rich,294,"Ile-Ife, Osun"
2827,Dried fish,protein,1892,66,High Protein,295,"Ilesha, Osun"
2828,Dried fish,protein,948,143,Iron Rich,298,"Ilobu, Osun"
2829,Dried fish,protein,1198,39,Iron Rich,303,"Inisa, Osun"
2830,Dried fish,protein,1430,165,High Protein,306,"Iwo, Osun"
2831,Dried fish,protein,1341,83,Iron Rich,307,"Oshogbo, Osun"
2832,Dried fish,protein,2122,159,Iron Rich,310,"Ibadan, Oyo"
2833,Dried fish,protein,1822,171,High Protein,315,"Iseyin, Oyo"
2834,Dried fish,protein,2174,50,High Protein,317,"Ogbomosho, Oyo"
2835,Dried fish,protein,2009,140,Iron Rich,321,"Oyo, Oyo"
2836,Dried fish,protein,2223,94,High Protein,323,"Saki, Oyo"
2837,Dried fish,protein,1826,72,High Protein,327,"Bukuru, Plateau"
2838,Dried fish,protein,1570,166,High Protein,329,"Jos, Plateau"
2839,Dried fish,protein,2274,188,Iron Rich,332,"Vom, Plateau"
2840,Dried fish,protein,2003,93,Iron Rich,336,"Wase, Plateau"
2841,Dried fish,protein,557,149,High Protein,337,"Bonny, Rivers"
2842,Dried fish,protein,2129,108,Iron Rich,342,"Degema, Rivers"
2843,Dried fish,protein,725,53,High Protein,344,"Okrika, Rivers"
2844,Dried fish,protein,985,190,Iron Rich,347,"Port Harcourt, Rivers"
2845,Dried fish,protein,1728,41,High Protein,349,"Sokoto, Sokoto"
2846,Dried fish,protein,661,171,Iron Rich,354,"Ibi, Taraba"
2847,Dried fish,protein,1067,104,High Protein,356,"Jalingo, Taraba"
2848,Dried fish,protein,1859,157,High Protein,360,"Muri, Taraba"
2849,Dried fish,protein,1331,168,High Protein,362,"Damaturu, Yobe"
2850,Dried fish,protein,2352,46,High Protein,366,"Nguru, Yobe"
2851,Dried fish,protein,1153,117,Iron Rich,367,"Gusau, Zamfara"
2852,Dried fish,protein,1702,144,Iron Rich,372,"Kaura Namoda, Zamfara"
2853,Milk,protein,1528,185,Iron Rich,1,"Aba, Abia"
2854,Milk,protein,1903,123,Iron Rich,5,"Arochukwu, Abia"
2855,Milk,protein,1935,87,Iron Rich,7,"Umuahia, Abia"
2856,Milk,protein,913,189,Iron Rich,12,"Jimeta, Adamawa"
2857,Milk,protein,814,88,Iron Rich,14,"Mubi, Adamawa"
2858,Milk,protein,1424,136,High Protein,18,"Numan, Adamawa"
2859,Milk,protein,567,85,High Protein,20,"Yola, Adamawa"
2860,Milk,protein,1751,154,Iron Rich,23,"Ikot Abasi, Akwa Ibom"
2861,Milk,protein,1640,29,Iron Rich,25,"Ikot Ekpene, Akwa Ibom"
2862,Milk,protein,1187,32,Iron Rich,30,"Oron, Akwa Ibom"
2863,Milk,protein,968,23,High Protein,31,"Uyo, Akwa Ibom"
2864,Milk,protein,631,164,High Protein,34,"Awka, Anambra"
2865,Milk,protein,2285,154,Iron Rich,39,"Onitsha, Anambra"
2866,Milk,protein,1722,105,Iron Rich,41,"Azare, Bauchi"
2867,Milk,protein,1137,198,High Protein,43,"Bauchi, Bauchi"
2868,Milk,protein,899,154,High Protein,48,"Jama'are, Bauchi"
2869,Milk,protein,2039,52,Iron Rich,50,"Katagum, Bauchi"
2870,Milk,protein,1274,137,Iron Rich,53,"Misau, Bauchi"
2871,Milk,protein,1862,183,Iron Rich,57,"Brass, Bayelsa"
2872,Milk,protein,1121,128,Iron Rich,59,"Makurdi, Benue"
2873,Milk,protein,520,155,Iron Rich,63,"Biu, Borno"
2874,Milk,protein,1831,153,High Protein,66,"Dikwa, Borno"
2875,Milk,protein,2331,183,High Protein,68,"Maiduguri, Borno"
2876,Milk,protein,1467,37,Iron Rich,70,"Calabar, Cross River"
2877,Milk,protein,855,171,High Protein,74,"Ogoja, Cross River"
2878,Milk,protein,1110,122,Iron Rich,76,"Asaba, Delta"
2879,Milk,protein,1504,134,High Protein,81,"Burutu, Delta"
2880,Milk,protein,1316,148,High Protein,82,"Koko, Delta"
2881,Milk,protein,1613,117,High Protein,87,"Sapele, Delta"
2882,Milk,protein,2235,61,High Protein,90,"Ughelli, Delta"
2883,Milk,protein,1425,50,Iron Rich,93,"Warri, Delta"
2884,Milk,protein,1806,138,High Protein,95,"Abakaliki, Ebonyi"
2885,Milk,protein,1386,151,Iron Rich,97,"Benin City, Edo"
2886,Milk,protein,1346,51,Iron Rich,100,"Ado-Ekiti, Ekiti"
2887,Milk,protein,2251,93,High Protein,105,"Effon-Alaiye, Ekiti"
2888,Milk,protein,509,66,Iron Rich,106,"Ikere-Ekiti, Ekiti"
2889,Milk,protein,1773,121,Iron Rich,109,"Enugu, Enugu"
2890,Milk,protein,1185,81,High Protein,113,"Nsukka, Enugu"
2891,Milk,protein,2235,200,High Protein,117,"Abuja, FCT"
2892,Milk,protein,929,179,Iron Rich,118,"Deba Habe, Gombe"
2893,Milk,protein,1349,121,Iron Rich,121,"Gombe, Gombe"
2894,Milk,protein,649,138,High Protein,124,"Kumo, Gombe"
2895,Milk,protein,974,47,High Protein,129,"Owerri, Imo"
2896,Milk,protein,1768,39,High Protein,132,"Birnin Kudu, Jigawa"
2897,Milk,protein,2463,154,High Protein,135,"Dutse, Jigawa"
2898,Milk,protein,1711,177,High Protein,136,"Gumel, Jigawa"
2899,Milk,protein,552,169,High Protein,139,"Hadejia, Jigawa"
2900,Milk,protein,2272,88,Iron Rich,144,"Kazaure, Jigawa"
2901,Milk,protein,882,60,High Protein,146,"Jemaa, Kaduna"
2902,Milk,protein,1269,177,Iron Rich,150,"Kaduna, Kaduna"
2903,Milk,protein,1266,124,High Protein,152,"Zaria, Kaduna"
2904,Milk,protein,521,67,Iron Rich,156,"Kano, Kano"
2905,Milk,protein,1916,88,High Protein,159,"Daura, Katsina"
2906,Milk,protein,998,80,Iron Rich,161,"Katsina, Katsina"
2907,Milk,protein,2090,111,High Protein,164,"Argungu, Kebbi"
2908,Milk,protein,1079,128,High Protein,166,"Birnin Kebbi, Kebbi"
2909,Milk,protein,2274,179,Iron Rich,170,"Gwandu, Kebbi"
2910,Milk,protein,1538,82,Iron Rich,174,"Yelwa, Kebbi"
2911,Milk,protein,504,161,Iron Rich,176,"Idah, Kogi"
2912,Milk,protein,637,63,High Protein,178,"Kabba, Kogi"
2913,Milk,protein,2480,104,High Protein,182,"Lokoja, Kogi"
2914,Milk,protein,1537,98,High Protein,186,"Okene, Kogi"
2915,Milk,protein,680,92,Iron Rich,188,"Ilorin, Kwara"
2916,Milk,protein,834,138,Iron Rich,190,"Jebba, Kwara"
2917,Milk,protein,1663,121,Iron Rich,193,"Lafiagi, Kwara"
2918,Milk,protein,1371,43,Iron Rich,198,"Offa, Kwara"
2919,Milk,protein,2229,66,High Protein,199,"Pategi, Kwara"
2920,Milk,protein,1376,57,High Protein,203,"Badagry, Lagos"
2921,Milk,protein,1022,155,High Protein,206,"Epe, Lagos"
2922,Milk,protein,2315,125,Iron Rich,209,"Ikeja, Lagos"
2923,Milk,protein,1158,186,High Protein,212,"Ikorodu, Lagos"
2924,Milk,protein,2244,169,High Protein,214,"Lagos, Lagos"
2925,Milk,protein,2208,156,High Protein,217,"Mushin, Lagos"
2926,Milk,protein,1714,35,Iron Rich,221,"Shomolu, Lagos"
2927,Milk,protein,1383,39,Iron Rich,223,"Keffi, Nasarawa"
2928,Milk,protein,1145,135,Iron Rich,228,"Lafia, Nasarawa"
2929,Milk,protein,606,100,High Protein,231,"Nasarawa, Nasarawa"
2930,Milk,protein,1161,54,Iron Rich,234,"Agaie, Niger"
2931,Milk,protein,1331,28,High Protein,235,"Baro, Niger"
2932,Milk,protein,1547,71,High Protein,239,"Bida, Niger"
2933,Milk,protein,2270,47,High Protein,243,"Kontagora, Niger"
2934,Milk,protein,585,93,Iron Rich,246,"Lapai, Niger"
2935,Milk,protein,865,194,Iron Rich,248,"Minna, Niger"
2936,Milk,protein,1156,151,High Protein,251,"Suleja, Niger"
2937,Milk,protein,2429,23,High Protein,253,"Abeokuta, Ogun"
2938,Milk,protein,1852,170,High Protein,257,"Ijebu-Ode, Ogun"
2939,Milk,protein,1676,150,Iron Rich,261,"Ilaro, Ogun"
2940,Milk,protein,1923,128,Iron Rich,264,"Shagamu, Ogun"
2941,Milk,protein,769,57,High Protein,266,"Akure, Ondo"
2942,Milk,protein,2091,196,Iron Rich,269,"Ikare, Ondo"
2943,Milk,protein,2459,66,Iron Rich,272,"Oka-Akoko, Ondo"
2944,Milk,protein,1327,20,Iron Rich,275,"Ondo, Ondo"
2945,Milk,protein,568,108,Iron Rich,277,"Owo, Ondo"
2946,Milk,protein,1726,136,High Protein,281,"Ede, Osun"
2947,Milk,protein,1613,117,Iron Rich,285,"Ikire, Osun"
2948,Milk,protein,835,107,High Protein,286,"Ikirun, Osun"
2949,Milk,protein,1952,131,High Protein,291,"Ila, Osun"
2950,Milk,protein,576,145,Iron Rich,293,"Ile-Ife, Osun"
2951,Milk,protein,1322,163,High Protein,295,"Ilesha, Osun"
2952,Milk,protein,505,176,Iron Rich,299,"Ilobu, Osun"
2953,Milk,protein,805,193,High Protein,302,"Inisa, Osun"
2954,Milk,protein,2319,74,High Protein,305,"Iwo, Osun"
2955,Milk,protein,1509,178,Iron Rich,309,"Oshogbo, Osun"
2956,Milk,protein,1195,173,Iron Rich,311,"Ibadan, Oyo"
2957,Milk,protein,2293,25,Iron Rich,315,"Iseyin, Oyo"
2958,Milk,protein,2267,27,Iron Rich,318,"Ogbomosho, Oyo"
2959,Milk,protein,530,64,Iron Rich,321,"Oyo, Oyo"
2960,Milk,protein,1325,180,Iron Rich,324,"Saki, Oyo"
2961,Milk,protein,2067,87,Iron Rich,327,"Bukuru, Plateau"
2962,Milk,protein,1653,43,Iron Rich,329,"Jos, Plateau"
2963,Milk,protein,857,151,High Protein,332,"Vom, Plateau"
2964,Milk,protein,1875,42,High Protein,336,"Wase, Plateau"
2965,Milk,protein,1948,167,Iron Rich,338,"Bonny, Rivers"
2966,Milk,protein,1985,106,High Protein,341,"Degema, Rivers"
2967,Milk,protein,1045,178,High Protein,343,"Okrika, Rivers"
2968,Milk,protein,1952,47,Iron Rich,347,"Port Harcourt, Rivers"
2969,Milk,protein,1032,147,Iron Rich,349,"Sokoto, Sokoto"
2970,Milk,protein,1260,26,Iron Rich,353,"Ibi, Taraba"
2971,Milk,protein,1302,172,High Protein,356,"Jalingo, Taraba"
2972,Milk,protein,873,54,Iron Rich,360,"Muri, Taraba"
2973,Milk,protein,725,38,High Protein,361,"Damaturu, Yobe"
2974,Milk,protein,998,29,Iron Rich,364,"Nguru, Yobe"
2975,Milk,protein,565,148,Iron Rich,367,"Gusau, Zamfara"
2976,Milk,protein,2001,176,High Protein,371,"Kaura Namoda, Zamfara"
2977,Yogurt,protein,1760,138,Iron Rich,1,"Aba, Abia"
2978,Yogurt,protein,1574,49,Iron Rich,4,"Arochukwu, Abia"
2979,Yogurt,protein,2123,43,High Protein,8,"Umuahia, Abia"
2980,Yogurt,protein,988,82,Iron Rich,10,"Jimeta, Adamawa"
2981,Yogurt,protein,590,168,High Protein,15,"Mubi, Adamawa"
2982,Yogurt,protein,1675,117,High Protein,18,"Numan, Adamawa"
2983,Yogurt,protein,827,113,Iron Rich,20,"Yola, Adamawa"
2984,Yogurt,protein,1715,85,Iron Rich,23,"Ikot Abasi, Akwa Ibom"
2985,Yogurt,protein,571,51,Iron Rich,26,"Ikot Ekpene, Akwa Ibom"
2986,Yogurt,protein,1573,164,High Protein,28,"Oron, Akwa Ibom"
2987,Yogurt,protein,2122,93,High Protein,32,"Uyo, Akwa Ibom"
2988,Yogurt,protein,1861,32,High Protein,34,"Awka, Anambra"
2989,Yogurt,protein,882,169,High Protein,37,"Onitsha, Anambra"
2990,Yogurt,protein,2071,198,High Protein,40,"Azare, Bauchi"
2991,Yogurt,protein,1808,42,High Protein,43,"Bauchi, Bauchi"
2992,Yogurt,protein,2074,37,Iron Rich,48,"Jama'are, Bauchi"
2993,Yogurt,protein,2382,178,High Protein,51,"Katagum, Bauchi"
2994,Yogurt,protein,1439,150,Iron Rich,54,"Misau, Bauchi"
2995,Yogurt,protein,1846,117,High Protein,56,"Brass, Bayelsa"
2996,Yogurt,protein,1007,168,High Protein,60,"Makurdi, Benue"
2997,Yogurt,protein,2150,101,High Protein,62,"Biu, Borno"
2998,Yogurt,protein,2360,118,Iron Rich,64,"Dikwa, Borno"
2999,Yogurt,protein,2121,77,Iron Rich,69,"Maiduguri, Borno"
3000,Yogurt,protein,1109,33,High Protein,70,"Calabar, Cross River"
3001,Yogurt,protein,1591,112,Iron Rich,74,"Ogoja, Cross River"
3002,Yogurt,protein,1960,153,Iron Rich,76,"Asaba, Delta"
3003,Yogurt,protein,867,55,High Protein,79,"Burutu, Delta"
3004,Yogurt,protein,1875,60,High Protein,82,"Koko, Delta"
3005,Yogurt,protein,884,63,Iron Rich,87,"Sapele, Delta"
3006,Yogurt,protein,1980,56,Iron Rich,90,"Ughelli, Delta"
3007,Yogurt,protein,2346,110,Iron Rich,91,"Warri, Delta"
3008,Yogurt,protein,665,84,Iron Rich,95,"Abakaliki, Ebonyi"
3009,Yogurt,protein,535,149,High Protein,98,"Benin City, Edo"
3010,Yogurt,protein,923,149,High Protein,102,"Ado-Ekiti, Ekiti"
3011,Yogurt,protein,1930,74,High Protein,104,"Effon-Alaiye, Ekiti"
3012,Yogurt,protein,1189,107,Iron Rich,107,"Ikere-Ekiti, Ekiti"
3013,Yogurt,protein,1943,184,Iron Rich,110,"Enugu, Enugu"
3014,Yogurt,protein,1500,22,Iron Rich,112,"Nsukka, Enugu"
3015,Yogurt,protein,1466,151,High Protein,117,"Abuja, FCT"
3016,Yogurt,protein,2263,173,High Protein,119,"Deba Habe, Gombe"
3017,Yogurt,protein,2412,175,High Protein,121,"Gombe, Gombe"
3018,Yogurt,protein,632,179,High Protein,125,"Kumo, Gombe"
3019,Yogurt,protein,1556,51,Iron Rich,129,"Owerri, Imo"
3020,Yogurt,protein,1681,151,High Protein,132,"Birnin Kudu, Jigawa"
3021,Yogurt,protein,2410,25,High Protein,134,"Dutse, Jigawa"
3022,Yogurt,protein,1410,35,High Protein,138,"Gumel, Jigawa"
3023,Yogurt,protein,1061,67,Iron Rich,139,"Hadejia, Jigawa"
3024,Yogurt,protein,1159,126,Iron Rich,143,"Kazaure, Jigawa"
3025,Yogurt,protein,2342,191,High Protein,146,"Jemaa, Kaduna"
3026,Yogurt,protein,1362,28,High Protein,148,"Kaduna, Kaduna"
3027,Yogurt,protein,2027,195,Iron Rich,152,"Zaria, Kaduna"
3028,Yogurt,protein,1412,51,High Protein,154,"Kano, Kano"
3029,Yogurt,protein,1482,173,High Protein,157,"Daura, Katsina"
3030,Yogurt,protein,1132,94,High Protein,160,"Katsina, Katsina"
3031,Yogurt,protein,1349,51,High Protein,163,"Argungu, Kebbi"
3032,Yogurt,protein,874,179,High Protein,166,"Birnin Kebbi, Kebbi"
3033,Yogurt,protein,1395,93,Iron Rich,171,"Gwandu, Kebbi"
3034,Yogurt,protein,2279,56,Iron Rich,173,"Yelwa, Kebbi"
3035,Yogurt,protein,2256,154,High Protein,175,"Idah, Kogi"
3036,Yogurt,protein,1043,150,Iron Rich,179,"Kabba, Kogi"
3037,Yogurt,protein,1713,198,High Protein,183,"Lokoja, Kogi"
3038,Yogurt,protein,1881,173,Iron Rich,184,"Okene, Kogi"
3039,Yogurt,protein,2199,81,High Protein,187,"Ilorin, Kwara"
3040,Yogurt,protein,1377,98,High Protein,192,"Jebba, Kwara"
3041,Yogurt,protein,1484,144,Iron Rich,195,"Lafiagi, Kwara"
3042,Yogurt,protein,930,155,Iron Rich,197,"Offa, Kwara"
3043,Yogurt,protein,626,145,High Protein,199,"Pategi, Kwara"
3044,Yogurt,protein,1674,135,High Protein,204,"Badagry, Lagos"
3045,Yogurt,protein,1745,154,Iron Rich,205,"Epe, Lagos"
3046,Yogurt,protein,1662,27,Iron Rich,209,"Ikeja, Lagos"
3047,Yogurt,protein,2242,38,Iron Rich,212,"Ikorodu, Lagos"
3048,Yogurt,protein,2320,110,Iron Rich,215,"Lagos, Lagos"
3049,Yogurt,protein,2344,98,High Protein,218,"Mushin, Lagos"
3050,Yogurt,protein,760,118,Iron Rich,222,"Shomolu, Lagos"
3051,Yogurt,protein,2033,72,Iron Rich,224,"Keffi, Nasarawa"
3052,Yogurt,protein,741,73,High Protein,226,"Lafia, Nasarawa"
3053,Yogurt,protein,996,43,High Protein,230,"Nasarawa, Nasarawa"
3054,Yogurt,protein,1392,70,High Protein,234,"Agaie, Niger"
3055,Yogurt,protein,1310,92,Iron Rich,237,"Baro, Niger"
3056,Yogurt,protein,900,199,Iron Rich,239,"Bida, Niger"
3057,Yogurt,protein,2438,178,Iron Rich,243,"Kontagora, Niger"
3058,Yogurt,protein,2085,156,High Protein,244,"Lapai, Niger"
3059,Yogurt,protein,533,185,High Protein,249,"Minna, Niger"
3060,Yogurt,protein,1653,57,High Protein,250,"Suleja, Niger"
3061,Yogurt,protein,1335,190,Iron Rich,254,"Abeokuta, Ogun"
3062,Yogurt,protein,1924,197,Iron Rich,257,"Ijebu-Ode, Ogun"
3063,Yogurt,protein,873,164,Iron Rich,259,"Ilaro, Ogun"
3064,Yogurt,protein,2318,126,Iron Rich,263,"Shagamu, Ogun"
3065,Yogurt,protein,2479,116,Iron Rich,265,"Akure, Ondo"
3066,Yogurt,protein,1852,137,High Protein,270,"Ikare, Ondo"
3067,Yogurt,protein,1834,167,Iron Rich,271,"Oka-Akoko, Ondo"
3068,Yogurt,protein,686,65,Iron Rich,274,"Ondo, Ondo"
3069,Yogurt,protein,2006,59,Iron Rich,279,"Owo, Ondo"
3070,Yogurt,protein,1675,169,High Protein,282,"Ede, Osun"
3071,Yogurt,protein,758,85,High Protein,285,"Ikire, Osun"
3072,Yogurt,protein,1200,134,Iron Rich,288,"Ikirun, Osun"
3073,Yogurt,protein,2005,186,Iron Rich,290,"Ila, Osun"
3074,Yogurt,protein,1863,129,High Protein,293,"Ile-Ife, Osun"
3075,Yogurt,protein,648,38,High Protein,295,"Ilesha, Osun"
3076,Yogurt,protein,569,183,Iron Rich,298,"Ilobu, Osun"
3077,Yogurt,protein,1512,135,Iron Rich,303,"Inisa, Osun"
3078,Yogurt,protein,1637,160,Iron Rich,305,"Iwo, Osun"
3079,Yogurt,protein,1473,140,Iron Rich,309,"Oshogbo, Osun"
3080,Yogurt,protein,1165,112,High Protein,311,"Ibadan, Oyo"
3081,Yogurt,protein,2470,114,Iron Rich,314,"Iseyin, Oyo"
3082,Yogurt,protein,1455,167,Iron Rich,317,"Ogbomosho, Oyo"
3083,Yogurt,protein,703,62,Iron Rich,320,"Oyo, Oyo"
3084,Yogurt,protein,1686,186,Iron Rich,323,"Saki, Oyo"
3085,Yogurt,protein,752,188,High Protein,326,"Bukuru, Plateau"
3086,Yogurt,protein,1996,194,Iron Rich,328,"Jos, Plateau"
3087,Yogurt,protein,2335,168,Iron Rich,333,"Vom, Plateau"
3088,Yogurt,protein,1720,34,Iron Rich,335,"Wase, Plateau"
3089,Yogurt,protein,1210,154,High Protein,339,"Bonny, Rivers"
3090,Yogurt,protein,1193,181,High Protein,340,"Degema, Rivers"
3091,Yogurt,protein,2167,99,Iron Rich,343,"Okrika, Rivers"
3092,Yogurt,protein,2168,141,Iron Rich,347,"Port Harcourt, Rivers"
3093,Yogurt,protein,2114,42,Iron Rich,351,"Sokoto, Sokoto"
3094,Yogurt,protein,650,108,Iron Rich,352,"Ibi, Taraba"
3095,Yogurt,protein,1638,42,High Protein,357,"Jalingo, Taraba"
3096,Yogurt,protein,1509,123,High Protein,360,"Muri, Taraba"
3097,Yogurt,protein,2423,159,Iron Rich,361,"Damaturu, Yobe"
3098,Yogurt,protein,596,165,High Protein,366,"Nguru, Yobe"
3099,Yogurt,protein,1227,171,Iron Rich,369,"Gusau, Zamfara"
3100,Yogurt,protein,2258,197,Iron Rich,371,"Kaura Namoda, Zamfara"
3101,Tofu,protein,1770,175,Iron Rich,1,"Aba, Abia"
3102,Tofu,protein,1765,115,Iron Rich,6,"Arochukwu, Abia"
3103,Tofu,protein,2228,104,High Protein,9,"Umuahia, Abia"
3104,Tofu,protein,722,127,High Protein,10,"Jimeta, Adamawa"
3105,Tofu,protein,1647,155,Iron Rich,13,"Mubi, Adamawa"
3106,Tofu,protein,1288,48,Iron Rich,17,"Numan, Adamawa"
3107,Tofu,protein,1995,107,High Protein,19,"Yola, Adamawa"
3108,Tofu,protein,1277,120,High Protein,24,"Ikot Abasi, Akwa Ibom"
3109,Tofu,protein,1728,165,Iron Rich,26,"Ikot Ekpene, Akwa Ibom"
3110,Tofu,protein,919,137,High Protein,29,"Oron, Akwa Ibom"
3111,Tofu,protein,1519,154,High Protein,32,"Uyo, Akwa Ibom"
3112,Tofu,protein,2431,128,High Protein,35,"Awka, Anambra"
3113,Tofu,protein,1673,54,High Protein,39,"Onitsha, Anambra"
3114,Tofu,protein,1871,141,Iron Rich,40,"Azare, Bauchi"
3115,Tofu,protein,2342,190,Iron Rich,45,"Bauchi, Bauchi"
3116,Tofu,protein,529,168,High Protein,48,"Jama'are, Bauchi"
3117,Tofu,protein,1304,100,High Protein,49,"Katagum, Bauchi"
3118,Tofu,protein,679,96,High Protein,52,"Misau, Bauchi"
3119,Tofu,protein,613,169,Iron Rich,55,"Brass, Bayelsa"
3120,Tofu,protein,977,150,High Protein,59,"Makurdi, Benue"
3121,Tofu,protein,1711,138,High Protein,62,"Biu, Borno"
3122,Tofu,protein,1787,22,Iron Rich,66,"Dikwa, Borno"
3123,Tofu,protein,603,133,Iron Rich,67,"Maiduguri, Borno"
3124,Tofu,protein,2373,26,High Protein,72,"Calabar, Cross River"
3125,Tofu,protein,1931,66,Iron Rich,75,"Ogoja, Cross River"
3126,Tofu,protein,1080,196,High Protein,76,"Asaba, Delta"
3127,Tofu,protein,2074,107,Iron Rich,81,"Burutu, Delta"
3128,Tofu,protein,2455,114,High Protein,83,"Koko, Delta"
3129,Tofu,protein,1660,71,Iron Rich,85,"Sapele, Delta"
3130,Tofu,protein,2171,139,High Protein,89,"Ughelli, Delta"
3131,Tofu,protein,628,181,Iron Rich,92,"Warri, Delta"
3132,Tofu,protein,1494,118,High Protein,95,"Abakaliki, Ebonyi"
3133,Tofu,protein,1610,142,Iron Rich,98,"Benin City, Edo"
3134,Tofu,protein,1967,25,Iron Rich,100,"Ado-Ekiti, Ekiti"
3135,Tofu,protein,709,90,High Protein,103,"Effon-Alaiye, Ekiti"
3136,Tofu,protein,529,126,Iron Rich,106,"Ikere-Ekiti, Ekiti"
3137,Tofu,protein,1016,189,High Protein,110,"Enugu, Enugu"
3138,Tofu,protein,517,70,Iron Rich,113,"Nsukka, Enugu"
3139,Tofu,protein,2497,121,Iron Rich,116,"Abuja, FCT"
3140,Tofu,protein,1285,27,High Protein,118,"Deba Habe, Gombe"
3141,Tofu,protein,1468,192,Iron Rich,121,"Gombe, Gombe"
3142,Tofu,protein,737,178,High Protein,125,"Kumo, Gombe"
3143,Tofu,protein,1219,92,High Protein,128,"Owerri, Imo"
3144,Tofu,protein,2257,89,Iron Rich,132,"Birnin Kudu, Jigawa"
3145,Tofu,protein,927,25,Iron Rich,133,"Dutse, Jigawa"
3146,Tofu,protein,1134,29,High Protein,136,"Gumel, Jigawa"
3147,Tofu,protein,2120,104,High Protein,141,"Hadejia, Jigawa"
3148,Tofu,protein,937,87,Iron Rich,144,"Kazaure, Jigawa"
3149,Tofu,protein,2307,113,Iron Rich,146,"Jemaa, Kaduna"
3150,Tofu,protein,558,176,Iron Rich,148,"Kaduna, Kaduna"
3151,Tofu,protein,2310,183,High Protein,151,"Zaria, Kaduna"
3152,Tofu,protein,928,22,High Protein,156,"Kano, Kano"
3153,Tofu,protein,2431,142,Iron Rich,158,"Daura, Katsina"
3154,Tofu,protein,1518,166,High Protein,161,"Katsina, Katsina"
3155,Tofu,protein,637,38,High Protein,163,"Argungu, Kebbi"
3156,Tofu,protein,2030,49,Iron Rich,168,"Birnin Kebbi, Kebbi"
3157,Tofu,protein,1752,131,Iron Rich,171,"Gwandu, Kebbi"
3158,Tofu,protein,688,52,Iron Rich,173,"Yelwa, Kebbi"
3159,Tofu,protein,1565,150,Iron Rich,177,"Idah, Kogi"
3160,Tofu,protein,1167,148,High Protein,178,"Kabba, Kogi"
3161,Tofu,protein,566,195,Iron Rich,183,"Lokoja, Kogi"
3162,Tofu,protein,1628,127,High Protein,185,"Okene, Kogi"
3163,Tofu,protein,2285,50,Iron Rich,189,"Ilorin, Kwara"
3164,Tofu,protein,1406,179,Iron Rich,192,"Jebba, Kwara"
3165,Tofu,protein,767,184,High Protein,194,"Lafiagi, Kwara"
3166,Tofu,protein,2005,23,Iron Rich,198,"Offa, Kwara"
3167,Tofu,protein,893,150,High Protein,201,"Pategi, Kwara"
